variant,holdout,test,val
final,-0.01052403642946611,0.045737293827105355,0.06663966732355789
final_nograph,-0.025664940848809038,-0.024810874971366366,0.022032299007982894
final_ret_only,-0.019421017137457627,0.030065587262744053,-0.0157551342244132
final_sharpe_stop,-0.00014813866412453368,0.040923072973604424,0.05231470657002571
