epoch,train_loss,val_loss,val_sharpe,val_ic
1,1.0024225705978917,0.6594352332445291,1.8004509923433283,0.022032299007982894
2,0.9812877801995651,0.6284242765261576,-0.027589031657267664,0.008258458866361607
3,0.9836714799497642,0.6647198463861759,1.1439973240956465,0.0070560138949196695
4,0.9765542003453946,0.7191388274614627,1.1796636989123965,0.006204282040148294
5,0.9732867827018102,0.687717542052269,1.1119496154349058,0.01564848525334847
6,0.9706632370750109,0.6088587716221809,0.3215064456634778,-0.0470373091953639
7,0.9700693581618515,0.601428441130198,0.7830637588606013,0.011673736597748754
8,0.9689393863081932,0.6213310498457688,0.6343200324187404,0.0012191455960452948
9,0.9651417044155738,0.6360284995574218,0.27872823074069414,0.00488910785263369
10,0.9663917254291329,0.6000611088596858,0.33862042990796404,0.00391629646948796
11,0.965066080292066,0.5952795778329556,1.4106874369853677,0.0015949096496209016
12,0.9612169768296036,0.6144819580591642,0.5413485825047603,-0.010099702728882063
13,0.9633199823837654,0.6509927281966577,0.40816833781966655,0.0004300410835365225
14,0.9639042491714159,0.620522824044411,0.02588894457820829,0.003093790707772472
15,0.9661172838772044,0.6265934407711029,0.12016549135280488,0.005072814723270653
16,0.9698127299255016,0.6029238540392655,0.188649137894365,-0.002279635258358661
17,0.965508274149661,0.5986473308159754,0.3193679065102745,-0.006049801262567216
18,0.9595763678205949,0.6166749562208469,1.0297095332265787,-0.014817629179331307
19,0.9587554082858796,0.6219912085395592,1.099309515262244,-0.008108153244931363
20,0.9626879814793082,0.6191688271669241,1.0108996557607184,0.0035488827282140313
21,0.9599157517739371,0.590403866309386,0.4376113818297225,0.0006429740472293649
